text,intent
hitungan subscriber kontrak kuartalan yang mau off,JUMLAH_RISIKO_TINGGI
hitung pelanggan yang mau resign,JUMLAH_RISIKO_TINGGI
tampilkan total tagihan untuk pelanggan C-1000,ANALISIS_PELANGGAN
cara kerja algoritma prediksi cancel,MODEL_INFO
langkah untuk konsumen yang banyak tiket support-nya rendah,STRATEGI_RETENSI
berapa banyak customer kontrak monthly yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
kasih tau tips biar berhenti turun,STRATEGI_RETENSI
rancangkan draf pesan diskon untuk pengguna C-0025,DRAF_EMAIL
berapa pelanggan kontrak semi-annual yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
kenapa banyak subscriber kuartalan yang keluar,FAKTOR_CHURN
bagaimana kurva off tahun ini,TREN_CHURN
cara mempertahankan member plan starter,STRATEGI_RETENSI
metode mempertahankan akun plan enterprise,STRATEGI_RETENSI
berikan skor risiko untuk member C-0550,ANALISIS_PELANGGAN
daftarkan pelanggan akun strategis yang mau berhenti berlangganan,VIP_RISK
grafik off rate hari ini,TREN_CHURN
please ketikkan pesan retensi untuk akun C-0075,DRAF_EMAIL
subscriber enterprise mana yang mau hengkang,VIP_RISK
ada berapa konsumen kontrak kuartalan yang mau berhenti,JUMLAH_RISIKO_TINGGI
langkah untuk customer yang pemakaian bulanan-nya rendah,STRATEGI_RETENSI
halo mbak,GREETING
lihat keterlambatan bayar untuk nasabah C-0099,ANALISIS_PELANGGAN
bagaimana tenure berbeda kontrak triwulan,SEGMEN_ANALISIS
kolom apa yang dipakai algoritma untuk prediksi tidak lanjut,MODEL_INFO
kolom apa dipakai sistem AI untuk prediksi mundur,MODEL_INFO
rekomendasi untuk konsumen yang probabilitas churn-nya rendah,STRATEGI_RETENSI
susunkan pesan follow up untuk customer C-1000,DRAF_EMAIL
total nasabah churn hari ini,METRIK_OVERVIEW
kasih tau rekomendasi biar cancel turun,STRATEGI_RETENSI
berapa user kontrak triwulan yang mau cabut,JUMLAH_RISIKO_TINGGI
evolusi unsubscribe untuk kontrak triwulan,TREN_CHURN
subscriber dengan total tagihan tinggi yang mau tidak perpanjang,VIP_RISK
hitung konsumen kontrak kuartalan yang mau cabut,JUMLAH_RISIKO_TINGGI
tips untuk nasabah yang pembayaran terlambat-nya rendah,STRATEGI_RETENSI
paket mana yang paling banyak tidak lanjut,SEGMEN_ANALISIS
total konsumen yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
model ML prediksi berhenti,MODEL_INFO
tren off plan premium gimana,TREN_CHURN
uraikan risk score untuk pelanggan C-0650,ANALISIS_PELANGGAN
cancel berdasarkan professional,SEGMEN_ANALISIS
composekan draf pesan promosi untuk customer C-0750,DRAF_EMAIL
coba ketikkan surat untuk subscriber C-0600,DRAF_EMAIL
apakah tingkat adopsi fitur berkorelasi dengan tidak perpanjang,FAKTOR_CHURN
apa teknik retensi yang disarankan,STRATEGI_RETENSI
kolom lama berlangganan mana yang paling penting untuk prediksi tidak lanjut,FAKTOR_CHURN
diminta ketikkan pesan retensi untuk klien C-0250,DRAF_EMAIL
analisis total billed untuk pelanggan C-0300,ANALISIS_PELANGGAN
berapa klien kontrak triwulan yang mau cabut,JUMLAH_RISIKO_TINGGI
cara untuk member yang ticket count-nya rendah,STRATEGI_RETENSI
berapa banyak user kontrak kuartalan yang mau cabut,JUMLAH_RISIKO_TINGGI
apa pola pengguna yang mundur di plan premium,FAKTOR_CHURN
nasabah dengan total tagihan tinggi yang mau off,VIP_RISK
bagaimana model memprediksi aktif lagi,MODEL_INFO
algoritma yang digunakan untuk prediksi berhenti,MODEL_INFO
ada berapa pengguna kontrak triwulan yang mau cancel,JUMLAH_RISIKO_TINGGI
bagaimana cara kerja model prediksi,MODEL_INFO
sinyal awal akun akan putus kontrak,FAKTOR_CHURN
met siang,GREETING
bagaimana late payment berbeda segmen,SEGMEN_ANALISIS
bagaimana pendapatan secara keseluruhan 30 hari terakhir,METRIK_OVERVIEW
konsumen pelanggan prioritas dengan total billed rendah siapa,VIP_RISK
klien high value dengan tingkat adopsi fitur rendah siapa,VIP_RISK
user premium dengan tingkat adopsi fitur rendah siapa,VIP_RISK
inisiatif apa untuk menjaga member big client,STRATEGI_RETENSI
akun pelanggan prioritas mana yang mau keluar,VIP_RISK
halo selamat,GREETING
hitung user kontrak tahunan yang mau cancel,JUMLAH_RISIKO_TINGGI
composekan draf pesan retensi untuk nasabah C-0002,DRAF_EMAIL
hitungan user yang mau cancel,JUMLAH_RISIKO_TINGGI
berapa total pelanggan kontrak semi-annual yang mau tidak lanjut,JUMLAH_RISIKO_TINGGI
apakah angka putus kontrak kita membaik bulan ini,TREN_CHURN
siapa konsumen pelanggan besar yang berisiko unsubscribe,VIP_RISK
bagaimana perubahan keluar semester ini,TREN_CHURN
berapa total klien yang mau mundur,JUMLAH_RISIKO_TINGGI
list nasabah klien kakap yang probabilitas unsubscribe-nya tinggi,VIP_RISK
berapa banyak akun kontrak semi-annual yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
kenapa akun plan professional banyak yang berhenti berlangganan,FAKTOR_CHURN
berapa total pelanggan kontrak annual yang mau cancel,JUMLAH_RISIKO_TINGGI
siapkan penawaran khusus via surat untuk pengguna basic,DRAF_EMAIL
berapa total churn minggu lalu,METRIK_OVERVIEW
selamat datang,GREETING
kasih tau inisiatif biar putus kontrak turun,STRATEGI_RETENSI
tunjukkan net promoter score untuk akun C-1000,ANALISIS_PELANGGAN
metrik utama tahun lalu,METRIK_OVERVIEW
ticket count secara keseluruhan semester ini,METRIK_OVERVIEW
teknik cerdas untuk tidak perpanjang,MODEL_INFO
status berhenti saat,METRIK_OVERVIEW
bagaimana nilai kontrak berbeda antar premium,SEGMEN_ANALISIS
susunkan pesan untuk pengguna berisiko,DRAF_EMAIL
periksa probabilitas churn untuk customer C-0015,ANALISIS_PELANGGAN
pola keluar nasabah,TREN_CHURN
tunjukkan hari sejak login untuk akun C-0003,ANALISIS_PELANGGAN
analisis keluar berdasarkan kelompok pelanggan,SEGMEN_ANALISIS
assalamualaikum,GREETING
berapa member baru kuartal lalu,METRIK_OVERVIEW
perubahan tidak aktif lagi untuk kontrak annual,TREN_CHURN
lihat probabilitas churn untuk akun C-0500,ANALISIS_PELANGGAN
metode untuk user yang late payment-nya rendah,STRATEGI_RETENSI
hei bot,GREETING
kasih tau metode biar tidak lanjut turun,STRATEGI_RETENSI
dinamika cabut rate bulan lalu,TREN_CHURN
bagaimana AI memprediksi tidak perpanjang,MODEL_INFO
compose pesan promosi untuk konsumen revenue tertinggi yang mau berhenti,DRAF_EMAIL
tolong compose pesan promosi penawaran untuk user,DRAF_EMAIL
angka subscriber yang mau churn,JUMLAH_RISIKO_TINGGI
kenapa banyak konsumen semi-annual yang cancel,FAKTOR_CHURN
tanda dominan tidak aktif lagi apa,FAKTOR_CHURN
apa pola akun yang mundur di plan enterprise,FAKTOR_CHURN
klien premium mana yang mau putus kontrak,VIP_RISK
tips untuk konsumen yang skor risiko-nya rendah,STRATEGI_RETENSI
met malam,GREETING
inisiatif apa untuk menjaga konsumen pelanggan besar,STRATEGI_RETENSI
siapa member enterprise yang berhenti,VIP_RISK
buat pesan diskon follow up untuk member C-0047,DRAF_EMAIL
akun enterprise mana yang mau unsubscribe,VIP_RISK
berapa jumlah pelanggan kontrak monthly yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
pengguna dengan total tagihan tinggi yang mau cabut,VIP_RISK
monthly annual hengkang rate,SEGMEN_ANALISIS
klien klien kakap mana yang mau unsubscribe,VIP_RISK
penyebab dominan tidak perpanjang apa,FAKTOR_CHURN
bantu ketikkan notifikasi untuk pengguna C-0550,DRAF_EMAIL
dashboard hari ini,METRIK_OVERVIEW
bantuan,GREETING
bisa cek klien pelanggan utama yang mau kabur,VIP_RISK
performa sistem AI prediksi berhenti,MODEL_INFO
kolom terakhir login mana yang paling penting untuk prediksi cancel,FAKTOR_CHURN
rekap dashboard kuartal lalu,METRIK_OVERVIEW
buka profil pengguna C-0300,ANALISIS_PELANGGAN
strategi untuk customer yang skor kepuasan-nya rendah,STRATEGI_RETENSI
apa pola subscriber yang resign di plan enterprise,FAKTOR_CHURN
variabel terpenting penentu hengkang,FAKTOR_CHURN
pergerakan angka berhenti semester ini,TREN_CHURN
list customer pelanggan utama yang probabilitas mundur-nya tinggi,VIP_RISK
apa hubungan revenue dengan risiko berhenti berlangganan,FAKTOR_CHURN
tips untuk customer yang ticket count-nya rendah,STRATEGI_RETENSI
tolong ketikkan draf pesan untuk member C-0006,DRAF_EMAIL
tolong ketikkan surat untuk member C-0030,DRAF_EMAIL
klien revenue tertinggi mana yang mau tidak lanjut,VIP_RISK
cara untuk customer yang lama berlangganan-nya rendah,STRATEGI_RETENSI
pola putus kontrak pelanggan,TREN_CHURN
selamat malam,GREETING
halo teman,GREETING
halo semua,GREETING
tren tidak perpanjang untuk kontrak annual,TREN_CHURN
kondisi konsumen pekan ini gimana,METRIK_OVERVIEW
siapa customer enterprise yang berisiko off,VIP_RISK
subscriber pelanggan besar dengan keterlambatan bayar rendah siapa,VIP_RISK
hitung user kontrak kuartalan yang mau off,JUMLAH_RISIKO_TINGGI
pola churn rate kuartal ini,TREN_CHURN
pelanggan top account dengan skor risiko rendah siapa,VIP_RISK
tips untuk customer yang risk score-nya rendah,STRATEGI_RETENSI
daftarkan klien akun strategis yang mau tidak aktif lagi,VIP_RISK
persentase resign tiap kelompok klien,SEGMEN_ANALISIS
pola tidak perpanjang plan enterprise gimana,TREN_CHURN
statistik cabut pekan ini,TREN_CHURN
buat draf pesan follow up untuk akun C-0050,DRAF_EMAIL
donk ketikkan teks penawaran untuk user C-0500,DRAF_EMAIL
kenapa banyak klien bulanan yang putus kontrak,FAKTOR_CHURN
berapa jumlah pelanggan yang probabilitas mundur-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
pendekatan untuk konsumen yang late payment-nya rendah,STRATEGI_RETENSI
breakdown off per kontrak annual,SEGMEN_ANALISIS
kelompok pengguna yang paling off,SEGMEN_ANALISIS
berikan hari sejak login untuk pengguna C-0600,ANALISIS_PELANGGAN
periksa terakhir login untuk akun C-0400,ANALISIS_PELANGGAN
total user kontrak kuartalan yang mau cancel,JUMLAH_RISIKO_TINGGI
berikan rekap dashboard pekan ini,METRIK_OVERVIEW
nilai kontrak secara keseluruhan pekan ini,METRIK_OVERVIEW
hitungan user kontrak triwulan yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
bagaimana nilai kontrak antar basic,SEGMEN_ANALISIS
permisi bot,GREETING
statistik off plan professional gimana,TREN_CHURN
user akun strategis dengan hari sejak login rendah siapa,VIP_RISK
sajikan pemakaian bulanan untuk nasabah C-0400,ANALISIS_PELANGGAN
user premium dengan keterlambatan bayar rendah siapa,VIP_RISK
bagaimana probabilitas churn mempengaruhi mundur,FAKTOR_CHURN
list konsumen klien kakap yang probabilitas berhenti berlangganan-nya tinggi,VIP_RISK
pergerakan berhenti untuk kontrak annual,TREN_CHURN
compose draf pesan untuk member pelanggan besar yang mau keluar,DRAF_EMAIL
bagaimana pola unsubscribe 90 hari terakhir,TREN_CHURN
statistik cancel rate bulan ini,TREN_CHURN
kelompok nasabah mana yang paling berhenti,SEGMEN_ANALISIS
met pagi,GREETING
kasih tau cara biar cancel turun,STRATEGI_RETENSI
ada berapa klien yang probabilitas tidak aktif lagi-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
subscriber VIP mana yang mau resign,VIP_RISK
pengguna top account mana yang mau keluar,VIP_RISK
siapa nasabah yang paling rugi kalau tidak perpanjang,VIP_RISK
halo mas,GREETING
bagaimana skor risiko mempengaruhi cancel,FAKTOR_CHURN
bagaimana cara kerja model prediksi mundur,MODEL_INFO
bagaimana perkembangan berhenti tahun ini,TREN_CHURN
tunjukkan profil klien C-0600,ANALISIS_PELANGGAN
hello copilot,GREETING
bagaimana nilai kontrak secara kuartal ini,METRIK_OVERVIEW
apakah klien C-0200 berisiko churn,ANALISIS_PELANGGAN
dunning count secara keseluruhan hari ini,METRIK_OVERVIEW
total akun kontrak annual yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
berikan rekap dashboard semester ini,METRIK_OVERVIEW
halo copilot,GREETING
bagaimana total tagihan berbeda antar,SEGMEN_ANALISIS
basic yang paling banyak berhenti,SEGMEN_ANALISIS
bisa tanya,GREETING
breakdown tidak aktif per paket kuartalan,SEGMEN_ANALISIS
kenapa member off,FAKTOR_CHURN
ada berapa akun kontrak annual yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
mana yang lebih banyak antara tier,SEGMEN_ANALISIS
cek skor risiko untuk customer C-0021,ANALISIS_PELANGGAN
akun VIP mana yang mau mundur,VIP_RISK
berapa akun yang probabilitas cabut-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
jumlah customer kategori kritis,JUMLAH_RISIKO_TINGGI
metode supaya user tidak cancel,STRATEGI_RETENSI
member VIP dengan churn probability rendah siapa,VIP_RISK
jumlah subscriber kontrak annual yang mau mundur,JUMLAH_RISIKO_TINGGI
hay,GREETING
sistem AI apa yang digunakan prediksi tidak perpanjang,MODEL_INFO
teknologi prediksi berhenti,MODEL_INFO
starter apa yang paling aman tidak perpanjang,SEGMEN_ANALISIS
member pelanggan prioritas dengan pemakaian bulanan rendah siapa,VIP_RISK
analisis tidak aktif lagi berdasarkan kategori,SEGMEN_ANALISIS
enterprise mana yang paling banyak tidak perpanjang,SEGMEN_ANALISIS
apa pola pengguna yang hengkang di plan basic,FAKTOR_CHURN
indikator apa saja yang menyebabkan hengkang,FAKTOR_CHURN
seperti apa situasi churn kita secara keseluruhan,METRIK_OVERVIEW
mana yang lebih banyak mundur antara paket tahunan,SEGMEN_ANALISIS
bagaimana risiko secara keseluruhan minggu lalu,METRIK_OVERVIEW
berapa total customer churn 30 hari terakhir,METRIK_OVERVIEW
sajikan churn probability untuk customer C-0075,ANALISIS_PELANGGAN
list klien premium yang probabilitas off-nya tinggi,VIP_RISK
tunjukkan pendapatan untuk konsumen C-0850,ANALISIS_PELANGGAN
berapa total pelanggan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
berapa jumlah klien kontrak monthly yang mau churn,JUMLAH_RISIKO_TINGGI
analisis berhenti starter,SEGMEN_ANALISIS
bagaimana grafik tidak perpanjang minggu ini,TREN_CHURN
bagaimana risk score mempengaruhi mundur,FAKTOR_CHURN
periksa total billed untuk pengguna C-0010,ANALISIS_PELANGGAN
kenapa pengguna plan enterprise banyak yang mundur,FAKTOR_CHURN
mana yang lebih banyak keluar antara basic,SEGMEN_ANALISIS
pelanggan top account mana yang mau off,VIP_RISK
donk ketikkan pesan untuk member C-0300,DRAF_EMAIL
statistik unsubscribe untuk kontrak semi-annual,TREN_CHURN
rangkuman situasi klien,METRIK_OVERVIEW
bantu cek akun akun strategis yang mau kabur,VIP_RISK
bagaimana model memprediksi putus,MODEL_INFO
rancang teks penawaran follow up untuk user C-0007,DRAF_EMAIL
bagaimana probabilitas churn berbeda antar kuartalan,SEGMEN_ANALISIS
grafik tidak lanjut plan basic gimana,TREN_CHURN
buka profil nasabah C-0900,ANALISIS_PELANGGAN
berapa jumlah nasabah risiko tinggi,JUMLAH_RISIKO_TINGGI
berapa total akun churn 60 hari,METRIK_OVERVIEW
bagaimana langkah mencegah tidak perpanjang,STRATEGI_RETENSI
hitungan user kontrak annual yang mau keluar,JUMLAH_RISIKO_TINGGI
langkah untuk klien yang ticket count-nya rendah,STRATEGI_RETENSI
cara mempertahankan nasabah plan premium,STRATEGI_RETENSI
bagaimana terakhir login berbeda professional,SEGMEN_ANALISIS
kolom apa dipakai algoritma untuk prediksi berhenti berlangganan,MODEL_INFO
bagaimana kurva tidak aktif lagi minggu ini,TREN_CHURN
bagaimana late payment secara keseluruhan 90 terakhir,METRIK_OVERVIEW
angka pengguna yang mau cabut,JUMLAH_RISIKO_TINGGI
jumlah klien yang terancam keluar,JUMLAH_RISIKO_TINGGI
bagaimana churn probability dari akun C-0550,ANALISIS_PELANGGAN
please ketikkan surat elektronik untuk pelanggan C-0900,DRAF_EMAIL
apakah skor kepuasan berkorelasi dengan tidak perpanjang,FAKTOR_CHURN
analisis cancel berdasarkan enterprise,SEGMEN_ANALISIS
bagaimana feature adoption secara keseluruhan tahun ini,METRIK_OVERVIEW
user klien kakap mana yang mau hengkang,VIP_RISK
bagaimana payment secara keseluruhan kuartal ini,METRIK_OVERVIEW
berikan ringkasan dashboard ini,METRIK_OVERVIEW
kurva cancel plan premium gimana,TREN_CHURN
kolom apa dipakai sistem prediksi untuk prediksi cabut,MODEL_INFO
cs copilot,GREETING
daftarkan pengguna big client yang mau putus kontrak,VIP_RISK
metrik cabut,METRIK_OVERVIEW
angka nasabah yang mau keluar,JUMLAH_RISIKO_TINGGI
paparkan tenure untuk subscriber C-0600,ANALISIS_PELANGGAN
kelompok member mana yang paling tidak aktif lagi,SEGMEN_ANALISIS
bagaimana chart churn hari ini,TREN_CHURN
list pengguna pelanggan besar yang probabilitas hengkang-nya tinggi,VIP_RISK
bantu cek pengguna klien kakap yang mau kabur,VIP_RISK
malam,GREETING
daftarkan customer big client yang mau cabut,VIP_RISK
perbandingan tidak lanjut enterprise,SEGMEN_ANALISIS
bagaimana model prediksi memprediksi aktif lagi,MODEL_INFO
howdy,GREETING
perkembangan berhenti rate semester ini,TREN_CHURN
sistem prediksi apa yang digunakan untuk prediksi off,MODEL_INFO
apakah tenure dipakai sebagai input model,MODEL_INFO
fluktuasi hengkang rate kuartal lalu,TREN_CHURN
tes bot,GREETING
berikan snapshot dashboard pekan ini,METRIK_OVERVIEW
bagaimana cara mencegah tidak aktif lagi,STRATEGI_RETENSI
halo mas,GREETING
perkembangan tidak perpanjang rate kuartal ini,TREN_CHURN
apa yang membuat member berhenti,FAKTOR_CHURN
bagaimana deep learning memprediksi,MODEL_INFO
subscriber revenue tertinggi dengan tingkat adopsi fitur rendah siapa,VIP_RISK
kasih tau solusi biar hengkang turun,STRATEGI_RETENSI
laporan metrik cancel,METRIK_OVERVIEW
berikan metrik utama bulan lalu,METRIK_OVERVIEW
berapa klien churn 90 hari terakhir,METRIK_OVERVIEW
apakah angka tidak perpanjang kita membaik hari ini,TREN_CHURN
aku bisa apa saja,GREETING
list klien akun strategis yang probabilitas berhenti-nya tinggi,VIP_RISK
total konsumen kontrak kuartalan yang mau off,JUMLAH_RISIKO_TINGGI
ada berapa member yang mau off,JUMLAH_RISIKO_TINGGI
bisa ketikkan pesan follow up untuk akun C-0005,DRAF_EMAIL
total akun kontrak triwulan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
bagaimana pola churn kuartal ini,TREN_CHURN
analisis tidak berdasarkan paket bulanan,SEGMEN_ANALISIS
teknik untuk member yang lama berlangganan-nya rendah,STRATEGI_RETENSI
metode untuk akun yang late payment-nya rendah,STRATEGI_RETENSI
selamat malam,GREETING
bagaimana revenue berbeda antar kelompok pelanggan,SEGMEN_ANALISIS
ada berapa nasabah yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
halo nanya,GREETING
kebijakan apa untuk retensi konsumen enterprise,STRATEGI_RETENSI
hai selamat,GREETING
driver dominan putus kontrak apa,FAKTOR_CHURN
daftarkan akun pelanggan utama yang mau tidak lanjut,VIP_RISK
seberapa banyak akun kontrak bulanan yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
pendekatan untuk pelanggan yang banyak tiket support-nya rendah,STRATEGI_RETENSI
seberapa banyak nasabah yang probabilitas cabut-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
seberapa banyak user yang mau cancel,JUMLAH_RISIKO_TINGGI
compose draf pesan untuk user klien kakap yang mau unsubscribe,DRAF_EMAIL
hey,GREETING
statistik berhenti berlangganan rate 60 hari terakhir,TREN_CHURN
mana yang lebih banyak hengkang antara starter,SEGMEN_ANALISIS
metrik unsubscribe,METRIK_OVERVIEW
tren tidak perpanjang rate 90 hari terakhir,TREN_CHURN
pergerakan off plan starter gimana,TREN_CHURN
kurva unsubscribe untuk kontrak triwulan,TREN_CHURN
tunjukkan net promoter score untuk user C-0500,ANALISIS_PELANGGAN
berapa nasabah kontrak monthly yang mau resign,JUMLAH_RISIKO_TINGGI
kasih tau probabilitas churn untuk subscriber C-0650,ANALISIS_PELANGGAN
coba ketikkan pesan retensi untuk pelanggan C-0400,DRAF_EMAIL
bagaimana feature adoption mempengaruhi putus kontrak,FAKTOR_CHURN
cancel antar tier,SEGMEN_ANALISIS
variabel apa saja yang menyebabkan berhenti,FAKTOR_CHURN
ada di,GREETING
ada berapa konsumen kontrak kuartalan yang mau tidak lanjut,JUMLAH_RISIKO_TINGGI
cara untuk user yang banyak tiket support-nya rendah,STRATEGI_RETENSI
ada di,GREETING
pergerakan angka tidak aktif lagi semester ini,TREN_CHURN
kenapa banyak user semi-annual yang putus kontrak,FAKTOR_CHURN
paparkan terakhir login untuk pelanggan C-0012,ANALISIS_PELANGGAN
tuliskan draf pesan follow up untuk pelanggan C-0075,DRAF_EMAIL
bagaimana tingkat adopsi fitur mempengaruhi berhenti,FAKTOR_CHURN
pelanggan VIP mana yang mau cancel,VIP_RISK
bisa ketikkan notifikasi untuk pengguna C-0003,DRAF_EMAIL
berikan ticket count untuk subscriber C-0350,ANALISIS_PELANGGAN
total nasabah kontrak monthly yang mau keluar,JUMLAH_RISIKO_TINGGI
mana subscriber klien kakap yang perlu segera ditangani,VIP_RISK
hai cs,GREETING
perlihatkan days since login untuk pelanggan C-0350,ANALISIS_PELANGGAN
bagaimana pembayaran terlambat secara pekan ini,METRIK_OVERVIEW
list klien pelanggan utama yang probabilitas cancel-nya tinggi,VIP_RISK
bagaimana kerja AI prediksi unsubscribe,MODEL_INFO
periksa risk score untuk nasabah C-0010,ANALISIS_PELANGGAN
ada berapa konsumen plan professional yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
kondisi pengguna ini gimana,METRIK_OVERVIEW
howdy,GREETING
jumlah konsumen yang terancam keluar,JUMLAH_RISIKO_TINGGI
kolom yang dipakai AI untuk prediksi resign,MODEL_INFO
apa hubungan terakhir login dengan risiko churn,FAKTOR_CHURN
performa prediksi prediksi hengkang,MODEL_INFO
strategi mempertahankan akun plan premium,STRATEGI_RETENSI
hitung nasabah yang mau berhenti,JUMLAH_RISIKO_TINGGI
klien pelanggan utama dengan probabilitas churn rendah siapa,VIP_RISK
perlihatkan total tagihan untuk pengguna C-0450,ANALISIS_PELANGGAN
hitungan akun yang probabilitas tidak perpanjang-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
pelanggan revenue tertinggi dengan jumlah tiket rendah siapa,VIP_RISK
cek skor risiko untuk nasabah C-0002,ANALISIS_PELANGGAN
program retensi apa yang efektif untuk akun semi-annual,STRATEGI_RETENSI
list customer high value yang probabilitas berhenti berlangganan-nya tinggi,VIP_RISK
metode prediksi apa,MODEL_INFO
ketik pesan promosi follow up untuk pengguna C-0002,DRAF_EMAIL
berapa customer baru bulan lalu,METRIK_OVERVIEW
bagaimana algoritma memprediksi,MODEL_INFO
siapa user VIP yang berisiko berhenti berlangganan,VIP_RISK
howdy,GREETING
berapa baru semester ini,METRIK_OVERVIEW
ada fitur saja,GREETING
berapa member yang probabilitas mundur-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
perbandingan tidak lanjut antar paket bulanan,SEGMEN_ANALISIS
hitungan nasabah kontrak tahunan yang mau keluar,JUMLAH_RISIKO_TINGGI
selamat pagi,GREETING
tunjukkan days since login untuk member C-0008,ANALISIS_PELANGGAN
kebijakan untuk klien yang pembayaran terlambat-nya rendah,STRATEGI_RETENSI
bantuan,GREETING
plan mana yang paling berisiko,SEGMEN_ANALISIS
tren hengkang rate pekan ini,TREN_CHURN
kolom apa yang dipakai sistem prediksi untuk prediksi churn,MODEL_INFO
rancangkan teks penawaran buat klien yang mau cancel,DRAF_EMAIL
berapa total akun churn minggu lalu,METRIK_OVERVIEW
berapa total konsumen yang mau berhenti,JUMLAH_RISIKO_TINGGI
diminta cek nasabah pelanggan utama yang mau kabur,VIP_RISK
fluktuasi berhenti berlangganan plan enterprise gimana,TREN_CHURN
perlihatkan feature adoption untuk member C-0300,ANALISIS_PELANGGAN
customer akun strategis mana yang mau off,VIP_RISK
hitungan subscriber kontrak annual yang mau hengkang,JUMLAH_RISIKO_TINGGI
feature adoption secara keseluruhan kuartal lalu,METRIK_OVERVIEW
berapa pelanggan churn tahun ini,METRIK_OVERVIEW
good morning,GREETING
user dengan total tagihan tinggi yang mau tidak lanjut,VIP_RISK
uraikan skor kepuasan untuk akun C-0850,ANALISIS_PELANGGAN
uraikan days since login untuk customer C-0300,ANALISIS_PELANGGAN
bagaimana tingkat adopsi fitur mempengaruhi keluar,FAKTOR_CHURN
berikan probabilitas churn untuk konsumen C-0025,ANALISIS_PELANGGAN
berhenti berlangganan rate per plan type,SEGMEN_ANALISIS
bagaimana statistik unsubscribe minggu ini,TREN_CHURN
kenapa banyak member semi-annual yang berhenti berlangganan,FAKTOR_CHURN
kasih tau solusi biar tidak perpanjang turun,STRATEGI_RETENSI
rencana untuk customer yang risk score-nya rendah,STRATEGI_RETENSI
analisis churn probability untuk pengguna C-0012,ANALISIS_PELANGGAN
mohon ketikkan pesan promosi penawaran untuk pelanggan,DRAF_EMAIL
keluar berdasarkan paket kuartalan,SEGMEN_ANALISIS
fluktuasi keluar untuk kontrak triwulan,TREN_CHURN
halo mas,GREETING
apakah terakhir dipakai sebagai input model,MODEL_INFO
sore copilot,GREETING
kolom apa yang dipakai teknologi untuk prediksi cabut,MODEL_INFO
member high value dengan NPS rendah siapa,VIP_RISK
gimana caranya biar member ga cabut,STRATEGI_RETENSI
seberapa banyak user kontrak kuartalan yang mau mundur,JUMLAH_RISIKO_TINGGI
kebijakan untuk member yang tenure-nya rendah,STRATEGI_RETENSI
performa model ML cabut,MODEL_INFO
jabarkan feature adoption untuk user C-0010,ANALISIS_PELANGGAN
kenapa banyak member bulanan yang mundur,FAKTOR_CHURN
selamat siang,GREETING
strategi untuk subscriber yang jumlah dunning-nya rendah,STRATEGI_RETENSI
hei,GREETING
inisiatif mempertahankan pelanggan plan professional,STRATEGI_RETENSI
teknik random forest untuk cancel,MODEL_INFO
please ketikkan draf pesan untuk subscriber C-1000,DRAF_EMAIL
tampilkan terakhir login untuk akun C-0650,ANALISIS_PELANGGAN
tampilkan skor risiko untuk nasabah C-0010,ANALISIS_PELANGGAN
berikan tingkat adopsi fitur untuk subscriber C-0175,ANALISIS_PELANGGAN
lihat total tagihan untuk konsumen C-0005,ANALISIS_PELANGGAN
daftarkan user enterprise yang mau cancel,VIP_RISK
solusi untuk customer yang tingkat adopsi fitur-nya rendah,STRATEGI_RETENSI
siapkankan draf pesan promosi untuk subscriber C-0007,DRAF_EMAIL
periksa total billed untuk konsumen C-0750,ANALISIS_PELANGGAN
sinyal awal konsumen akan tidak aktif lagi,FAKTOR_CHURN
bagaimana fluktuasi mundur semester ini,TREN_CHURN
bagaimana banyak tiket support dari subscriber C-0750,ANALISIS_PELANGGAN
fluktuasi cancel rate tahun ini,TREN_CHURN
kasih tau NPS untuk konsumen C-0150,ANALISIS_PELANGGAN
berikan overview dashboard ini,METRIK_OVERVIEW
bagaimana late payment secara keseluruhan lalu,METRIK_OVERVIEW
susunkan pesan follow up follow up untuk subscriber C-0008,DRAF_EMAIL
berikan rekap dashboard 30 terakhir,METRIK_OVERVIEW
bagaimana probabilitas berbeda antar basic,SEGMEN_ANALISIS
nasabah revenue tertinggi dengan lama berlangganan rendah siapa,VIP_RISK
program untuk klien yang ticket count-nya rendah,STRATEGI_RETENSI
berapa total user tahun lalu,METRIK_OVERVIEW
